Solution;Hotel;HotelRating;HotelPrice;TotalAttractions;TotalQuality;TotalTime;TotalCost;Day1Attractions;Day1Neighborhoods;Day1Time;Day1Cost;Day2Attractions;Day2Neighborhoods;Day2Time;Day2Cost;Day1Sequence;Day1TransportModes;Day2Sequence;Day2TransportModes
1;Alternative Hostel of Old Montreal;4.5;35.75;13;66.3;1246.0;35.75;8;5;685.4;0.00;5;5;560.7;0.00;Kondiaronk Belvedere|La Guilde - Montreal|Leonard Cohen Mural|Cathédrale Christ Church Cathedral|Crystal Dreams St Denis - Montreal|City Hall|L'original Art Gallery|Aldred Building - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking|Walking|Walking;Maisonneuve Monument - Montreal|Place d'Armes|Pont Jacques-Cartier - Montreal|Palais des Congres|Arsenal Art Contemporain Montréal - Montreal;Walking|Walking|Walking|Walking|Walking|Walking
2;Alternative Hostel of Old Montreal;4.5;35.75;12;62.7;1161.2;49.75;6;4;520.3;14.00;6;4;640.9;0.00;Kondiaronk Belvedere|La Guilde - Montreal|City Hall|Crystal Dreams St Denis - Montreal|Musée Marguerite-Bourgeoys|L'original Art Gallery;Walking|Walking|Walking|Walking|Walking|Walking|Walking;St. Patrick's Basilica|Place d'Armes|Pont Jacques-Cartier - Montreal|Bibliotheque et Archives Nationales du Quebec|Maisonneuve Monument - Montreal|Aldred Building - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking
3;Alternative Hostel of Old Montreal;4.5;35.75;12;62.3;1165.7;35.75;6;4;496.4;0.00;6;5;669.3;0.00;Kondiaronk Belvedere|La Guilde - Montreal|Leonard Cohen Mural|Cathédrale Christ Church Cathedral|Crystal Dreams St Denis - Montreal|L'original Art Gallery;Bus|Walking|Walking|Walking|Walking|Walking|Walking;Maisonneuve Monument - Montreal|Pont Jacques-Cartier - Montreal|Place d'Armes|Arsenal Art Contemporain Montréal - Montreal|Aldred Building - Montreal|Palais des Congres;Walking|Walking|Walking|Walking|Walking|Walking|Walking
5;Alternative Hostel of Old Montreal;4.5;35.75;12;63.3;1137.8;65.75;6;5;564.2;14.00;6;4;573.7;16.00;Kondiaronk Belvedere|Notre-Dame-de-Bon-Secours Chapel|Maisonneuve Monument - Montreal|La Guilde - Montreal|Leonard Cohen Mural|Crystal Dreams St Denis - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking;Aldred Building - Montreal|Notre-Dame Basilica|Arsenal Art Contemporain Montréal - Montreal|Place d'Armes|Cathédrale Christ Church Cathedral|L'original Art Gallery;Walking|Walking|Walking|Walking|Walking|Walking|Walking
6;Alternative Hostel of Old Montreal;4.5;35.75;12;62.4;1128.1;63.75;6;6;622.4;0.00;6;3;505.7;28.00;Kondiaronk Belvedere|La Guilde - Montreal|Crystal Dreams St Denis - Montreal|Complexe Desjardins|St. Patrick's Basilica|L'original Art Gallery;Walking|Walking|Walking|Walking|Walking|Walking|Walking;Cathédrale Christ Church Cathedral|Place d'Armes|Maisonneuve Monument - Montreal|Notre-Dame-de-Bon-Secours Chapel|Pont Jacques-Cartier - Montreal|Musée Marguerite-Bourgeoys;Walking|Walking|Walking|Walking|Walking|Walking|Walking
7;Alternative Hostel of Old Montreal;4.5;35.75;11;58.1;1011.6;35.75;6;4;498.8;0.00;5;4;512.8;0.00;Kondiaronk Belvedere|La Guilde - Montreal|Leonard Cohen Mural|Cathédrale Christ Church Cathedral|Crystal Dreams St Denis - Montreal|L'original Art Gallery;Walking|Walking|Walking|Walking|Walking|Walking|Walking;Maisonneuve Monument - Montreal|Palais des Congres|Pont Jacques-Cartier - Montreal|Place d'Armes|Aldred Building - Montreal;Walking|Walking|Walking|Walking|Walking|Walking
8;Alternative Hostel of Old Montreal;4.5;35.75;11;58.2;1055.0;35.75;6;4;496.4;0.00;5;4;558.6;0.00;Kondiaronk Belvedere|La Guilde - Montreal|Leonard Cohen Mural|Cathédrale Christ Church Cathedral|Crystal Dreams St Denis - Montreal|L'original Art Gallery;Bus|Walking|Walking|Walking|Walking|Walking|Walking;Maisonneuve Monument - Montreal|Aldred Building - Montreal|Place d'Armes|Pont Jacques-Cartier - Montreal|Arsenal Art Contemporain Montréal - Montreal;Walking|Walking|Walking|Walking|Walking|Walking
9;Alternative Hostel of Old Montreal;4.5;35.75;11;58.3;928.9;79.75;6;3;475.7;44.00;5;3;453.2;0.00;Kondiaronk Belvedere|La Guilde - Montreal|Notre-Dame-de-Bon-Secours Chapel|Musée Marguerite-Bourgeoys|Notre-Dame Basilica|L'original Art Gallery;Walking|Walking|Walking|Walking|Walking|Walking|Walking;City Hall|Place d'Armes|Leonard Cohen Mural|Maisonneuve Monument - Montreal|Aldred Building - Montreal;Walking|Walking|Walking|Walking|Walking|Walking
11;Auberge L'Apero;4.0;25.25;11;57.3;1346.6;25.25;6;4;628.1;0.00;5;4;718.5;0.00;Bibliotheque et Archives Nationales du Quebec|Crystal Dreams St Denis - Montreal|La Guilde - Montreal|L'original Art Gallery|Kondiaronk Belvedere|Place d'Armes;Walking|Walking|Walking|Walking|Walking|Walking|Walking;City Hall|Aldred Building - Montreal|Arsenal Art Contemporain Montréal - Montreal|Habitat 67|Maisonneuve Monument - Montreal;Walking|Walking|Walking|Walking|Walking|Walking
12;Auberge L'Apero;4.0;25.25;11;56.9;1159.4;25.25;5;5;616.0;0.00;6;4;543.5;0.00;Kondiaronk Belvedere|La Guilde - Montreal|Atwater Market|Arsenal Art Contemporain Montréal - Montreal|Place d'Armes;Walking|Walking|Walking|Walking|Walking|Walking;Aldred Building - Montreal|Maisonneuve Monument - Montreal|L'original Art Gallery|Crystal Dreams St Denis - Montreal|City Hall|Cathédrale Christ Church Cathedral;Walking|Walking|Walking|Walking|Walking|Walking|Walking
